customer_id,name,email,age,gender,region,city,segment,loyalty_score,join_date
CUST-00077,Customer_77,customer77@example.com,57,Female,Europe,Amsterdam,Regular,8.98,2022-11-24
CUST-00078,Customer_78,customer78@example.com,62,Male,Europe,Rome,Regular,6.9,2018-01-18
CUST-00079,Customer_79,customer79@example.com,32,Other,North America,Houston,Regular,5.66,2018-06-06
CUST-00080,Customer_80,customer80@example.com,72,Male,Middle East,Riyadh,Premium,8.21,2023-09-06
CUST-00081,Customer_81,customer81@example.com,56,Female,Middle East,Cairo,Premium,6.51,2022-04-18
CUST-00082,Customer_82,customer82@example.com,46,Female,Latin America,Lima,New,5.05,2020-02-08
CUST-00083,Customer_83,customer83@example.com,67,Male,Africa,Cairo,Regular,3.47,2018-08-29
CUST-00084,Customer_84,customer84@example.com,33,Female,Africa,Cairo,Regular,9.04,2018-09-08
CUST-00085,Customer_85,customer85@example.com,32,Male,Europe,Paris,Regular,7.36,2018-07-19
CUST-00086,Customer_86,customer86@example.com,39,Female,Latin America,Bogotá,Regular,1.56,2021-07-29
CUST-00087,Customer_87,customer87@example.com,62,Other,Latin America,Lima,Premium,4.42,2018-01-19
CUST-00088,Customer_88,customer88@example.com,66,Female,Asia Pacific,Sydney,New,5.84,2022-08-24
CUST-00089,Customer_89,customer89@example.com,49,Female,Middle East,Riyadh,Premium,5.37,2021-04-23
CUST-00090,Customer_90,customer90@example.com,61,Female,Asia Pacific,Seoul,New,9.28,2023-04-18
CUST-00091,Customer_91,customer91@example.com,43,Male,Middle East,Dubai,New,6.78,2019-02-26
CUST-00092,Customer_92,customer92@example.com,21,Female,Latin America,Mexico City,Regular,2.9,2020-10-12
CUST-00093,Customer_93,customer93@example.com,35,Female,Asia Pacific,Mumbai,New,3.27,2018-09-12
CUST-00094,Customer_94,customer94@example.com,65,Female,Latin America,São Paulo,New,3.02,2018-08-02
CUST-00095,Customer_95,customer95@example.com,66,Male,Africa,Lagos,Premium,2.79,2018-03-05
CUST-00096,Customer_96,customer96@example.com,33,Other,Middle East,Riyadh,Regular,2.03,2019-11-09
CUST-00097,Customer_97,customer97@example.com,34,Male,Latin America,Santiago,New,6.45,2018-12-22
CUST-00098,Customer_98,customer98@example.com,24,Female,Europe,Berlin,Regular,6.18,2021-03-12
CUST-00099,Customer_99,customer99@example.com,30,Other,Latin America,Santiago,Regular,8.48,2020-01-25
CUST-00100,Customer_100,customer100@example.com,67,Other,North America,Vancouver,Premium,6.4,2019-01-12
CUST-00101,Customer_101,customer101@example.com,40,Other,Middle East,Dubai,Regular,4.34,2022-04-21
CUST-00102,Customer_102,customer102@example.com,18,Female,Africa,Cairo,New,1.95,2021-01-30
CUST-00103,Customer_103,customer103@example.com,63,Male,Africa,Johannesburg,Premium,7.6,2023-07-14
CUST-00104,Customer_104,customer104@example.com,69,Female,Asia Pacific,Shanghai,New,4.92,2023-01-15
CUST-00105,Customer_105,customer105@example.com,72,Male,Asia Pacific,Sydney,Premium,3.51,2021-11-01
CUST-00106,Customer_106,customer106@example.com,54,Male,Europe,Amsterdam,Regular,5.45,2020-10-06
CUST-00107,Customer_107,customer107@example.com,31,Female,Europe,Amsterdam,Regular,4.06,2023-01-27
CUST-00108,Customer_108,customer108@example.com,53,Male,Africa,Cairo,Premium,1.77,2021-06-16
CUST-00109,Customer_109,customer109@example.com,66,Female,Latin America,Lima,Premium,6.81,2022-03-05
CUST-00110,Customer_110,customer110@example.com,23,Female,Latin America,São Paulo,Regular,7.23,2020-08-09
CUST-00111,Customer_111,customer111@example.com,41,Female,Africa,Accra,Regular,9.97,2022-09-06
CUST-00112,Customer_112,customer112@example.com,62,Male,Asia Pacific,Sydney,Regular,2.09,2019-08-22
CUST-00113,Customer_113,customer113@example.com,65,Male,Asia Pacific,Tokyo,New,2.72,2022-02-13
CUST-00114,Customer_114,customer114@example.com,55,Female,Asia Pacific,Seoul,Regular,9.82,2019-08-27
CUST-00115,Customer_115,customer115@example.com,41,Male,Asia Pacific,Singapore,Premium,7.37,2019-01-29
CUST-00116,Customer_116,customer116@example.com,21,Other,Asia Pacific,Tokyo,Regular,9.5,2023-06-05
CUST-00117,Customer_117,customer117@example.com,73,Female,Latin America,São Paulo,Premium,5.22,2021-09-30
CUST-00118,Customer_118,customer118@example.com,21,Female,Asia Pacific,Singapore,Regular,2.03,2018-07-23
CUST-00119,Customer_119,customer119@example.com,22,Other,Latin America,Bogotá,Regular,1.48,2019-04-09
CUST-00120,Customer_120,customer120@example.com,23,Male,Middle East,Tel Aviv,New,6.02,2021-07-17
CUST-00121,Customer_121,customer121@example.com,68,Female,Middle East,Cairo,New,5.05,2021-10-07
CUST-00122,Customer_122,customer122@example.com,45,Other,Asia Pacific,Shanghai,Premium,1.54,2018-11-05
CUST-00123,Customer_123,customer123@example.com,31,Male,Europe,Rome,Regular,2.41,2019-06-25
CUST-00124,Customer_124,customer124@example.com,28,Female,Middle East,Dubai,Regular,7.2,2021-12-30
CUST-00125,Customer_125,customer125@example.com,32,Female,Asia Pacific,Tokyo,Regular,7.33,2021-11-11
CUST-00126,Customer_126,customer126@example.com,32,Other,North America,Vancouver,New,6.31,2019-09-07
CUST-00127,Customer_127,customer127@example.com,52,Male,Latin America,São Paulo,Premium,9.18,2019-03-18
CUST-00128,Customer_128,customer128@example.com,28,Other,North America,New York,New,7.74,2022-11-04
CUST-00129,Customer_129,customer129@example.com,25,Female,Asia Pacific,Mumbai,Regular,7.3,2020-04-25
CUST-00130,Customer_130,customer130@example.com,49,Female,Middle East,Cairo,Regular,7.61,2023-02-19
CUST-00131,Customer_131,customer131@example.com,23,Other,Asia Pacific,Tokyo,Regular,8.52,2022-11-23
CUST-00132,Customer_132,customer132@example.com,66,Male,Middle East,Dubai,Regular,7.87,2019-06-29
CUST-00133,Customer_133,customer133@example.com,59,Other,Latin America,Lima,Regular,4.92,2022-03-08
CUST-00134,Customer_134,customer134@example.com,40,Female,North America,Houston,Regular,7.03,2019-05-15
CUST-00135,Customer_135,customer135@example.com,62,Female,Asia Pacific,Mumbai,New,8.32,2022-09-06
CUST-00136,Customer_136,customer136@example.com,23,Female,North America,Houston,Regular,2.04,2021-06-09
CUST-00137,Customer_137,customer137@example.com,60,Male,Middle East,Dubai,Regular,2.69,2021-01-29
CUST-00138,Customer_138,customer138@example.com,58,Female,Middle East,Istanbul,Regular,5.94,2020-06-13
CUST-00139,Customer_139,customer139@example.com,49,Other,Latin America,Santiago,Premium,6.48,2020-01-14
CUST-00140,Customer_140,customer140@example.com,37,Other,Africa,Nairobi,Regular,4.67,2019-11-30
CUST-00141,Customer_141,customer141@example.com,25,Male,North America,Houston,New,5.49,2020-06-25
CUST-00142,Customer_142,customer142@example.com,35,Female,Middle East,Doha,Regular,9.82,2020-01-28
CUST-00143,Customer_143,customer143@example.com,27,Other,Latin America,Lima,Regular,5.57,2019-03-01
CUST-00144,Customer_144,customer144@example.com,67,Other,North America,Chicago,Regular,3.4,2018-01-08
CUST-00145,Customer_145,customer145@example.com,37,Other,Asia Pacific,Seoul,New,9.99,2022-03-02
CUST-00146,Customer_146,customer146@example.com,52,Other,Europe,Amsterdam,Regular,4.39,2020-09-26
CUST-00147,Customer_147,customer147@example.com,33,Male,Europe,Rome,Regular,8.7,2021-06-30
CUST-00148,Customer_148,customer148@example.com,65,Female,North America,Chicago,New,4.47,2023-08-25
CUST-00149,Customer_149,customer149@example.com,49,Other,Africa,Nairobi,Regular,3.99,2018-11-08
CUST-00150,Customer_150,customer150@example.com,51,Male,Latin America,São Paulo,Regular,4.69,2023-07-28
CUST-00151,Customer_151,customer151@example.com,48,Other,Europe,London,Regular,7.23,2023-07-12
CUST-00152,Customer_152,customer152@example.com,72,Female,North America,Chicago,Regular,6.64,2022-02-25
CUST-00153,Customer_153,customer153@example.com,57,Other,Middle East,Dubai,Premium,7.16,2020-06-11
CUST-00154,Customer_154,customer154@example.com,23,Male,Europe,Rome,Regular,7.84,2023-12-27
CUST-00155,Customer_155,customer155@example.com,28,Male,North America,Houston,New,1.41,2018-06-24
CUST-00156,Customer_156,customer156@example.com,41,Female,Asia Pacific,Sydney,Regular,6.09,2019-07-14
CUST-00157,Customer_157,customer157@example.com,23,Female,Europe,Paris,New,6.58,2020-01-19
CUST-00158,Customer_158,customer158@example.com,27,Other,Latin America,Lima,Regular,3.29,2020-03-04
CUST-00159,Customer_159,customer159@example.com,75,Other,Africa,Lagos,New,5.92,2018-08-18
CUST-00160,Customer_160,customer160@example.com,55,Female,Latin America,Buenos Aires,Premium,7.21,2021-11-20
CUST-00161,Customer_161,customer161@example.com,42,Female,Asia Pacific,Singapore,Regular,6.15,2022-11-21
CUST-00162,Customer_162,customer162@example.com,36,Other,Asia Pacific,Seoul,Regular,4.56,2018-01-26
CUST-00163,Customer_163,customer163@example.com,67,Other,Middle East,Doha,Regular,7.71,2020-06-08
CUST-00164,Customer_164,customer164@example.com,69,Other,Europe,Madrid,New,3.26,2023-08-11
CUST-00165,Customer_165,customer165@example.com,58,Other,Africa,Nairobi,Premium,6.82,2020-08-17
CUST-00166,Customer_166,customer166@example.com,55,Female,Latin America,São Paulo,Regular,3.94,2021-07-14
CUST-00167,Customer_167,customer167@example.com,26,Female,Europe,Paris,New,5.78,2020-04-26
CUST-00168,Customer_168,customer168@example.com,70,Female,Europe,Berlin,New,7.72,2020-11-18
CUST-00169,Customer_169,customer169@example.com,22,Male,North America,Houston,Regular,8.74,2023-09-27
CUST-00170,Customer_170,customer170@example.com,41,Female,Latin America,Lima,Premium,1.13,2022-07-26
CUST-00171,Customer_171,customer171@example.com,41,Other,North America,Houston,New,4.43,2023-06-07
CUST-00172,Customer_172,customer172@example.com,61,Male,Asia Pacific,Tokyo,Premium,6.58,2022-10-11
CUST-00173,Customer_173,customer173@example.com,32,Other,Asia Pacific,Shanghai,New,8.41,2023-12-19
CUST-00174,Customer_174,customer174@example.com,44,Male,Asia Pacific,Seoul,Premium,9.52,2020-08-03
CUST-00175,Customer_175,customer175@example.com,24,Other,Latin America,São Paulo,Regular,2.22,2021-11-10
CUST-00176,Customer_176,customer176@example.com,65,Other,Asia Pacific,Seoul,Regular,7.68,2019-04-26
CUST-00177,Customer_177,customer177@example.com,24,Other,Latin America,Santiago,New,4.67,2020-05-19
CUST-00178,Customer_178,customer178@example.com,41,Female,North America,Vancouver,Premium,9.55,2021-01-31
CUST-00179,Customer_179,customer179@example.com,41,Female,North America,Vancouver,New,1.54,2020-05-07
CUST-00180,Customer_180,customer180@example.com,72,Male,Europe,London,Regular,6.78,2023-01-30
CUST-00181,Customer_181,customer181@example.com,68,Male,North America,New York,Premium,8.08,2019-09-30
CUST-00182,Customer_182,customer182@example.com,31,Male,North America,Toronto,Regular,3.96,2019-04-04
CUST-00183,Customer_183,customer183@example.com,35,Male,Middle East,Dubai,New,9.89,2022-08-06
CUST-00184,Customer_184,customer184@example.com,25,Male,Asia Pacific,Singapore,New,2.19,2021-01-18
CUST-00185,Customer_185,customer185@example.com,38,Female,Europe,Madrid,Regular,1.47,2021-07-31
CUST-00186,Customer_186,customer186@example.com,65,Female,Middle East,Dubai,Premium,8.0,2022-05-14
CUST-00187,Customer_187,customer187@example.com,46,Male,Middle East,Dubai,New,7.55,2023-08-10
CUST-00188,Customer_188,customer188@example.com,47,Female,Middle East,Tel Aviv,Regular,8.63,2021-08-17
CUST-00189,Customer_189,customer189@example.com,49,Male,Africa,Lagos,Regular,3.9,2019-04-06
CUST-00190,Customer_190,customer190@example.com,35,Other,North America,Los Angeles,New,5.94,2020-10-07
CUST-00191,Customer_191,customer191@example.com,51,Other,Latin America,Lima,Premium,6.45,2018-11-05
CUST-00192,Customer_192,customer192@example.com,72,Other,Africa,Lagos,New,7.49,2019-10-31
CUST-00193,Customer_193,customer193@example.com,74,Female,Latin America,Bogotá,Premium,8.45,2021-05-23
CUST-00194,Customer_194,customer194@example.com,24,Female,Latin America,Santiago,Regular,6.99,2021-03-08
CUST-00195,Customer_195,customer195@example.com,48,Male,Europe,Rome,Premium,1.84,2018-10-28
CUST-00196,Customer_196,customer196@example.com,41,Other,Africa,Casablanca,Regular,9.61,2022-10-12
CUST-00197,Customer_197,customer197@example.com,25,Other,Asia Pacific,Seoul,Regular,9.47,2021-08-07
CUST-00198,Customer_198,customer198@example.com,36,Female,Africa,Lagos,New,1.93,2022-04-26
CUST-00199,Customer_199,customer199@example.com,60,Female,Europe,Paris,New,8.61,2021-02-15
CUST-00200,Customer_200,customer200@example.com,54,Female,North America,Chicago,Premium,8.61,2023-04-16
CUST-00201,Customer_201,customer201@example.com,59,Other,Middle East,Doha,New,8.47,2020-04-10
CUST-00202,Customer_202,customer202@example.com,35,Female,North America,Los Angeles,New,9.29,2020-12-26
CUST-00203,Customer_203,customer203@example.com,73,Other,North America,Los Angeles,Premium,4.61,2019-03-17
CUST-00204,Customer_204,customer204@example.com,19,Other,Africa,Casablanca,Regular,2.94,2021-07-28
CUST-00205,Customer_205,customer205@example.com,28,Other,Latin America,Buenos Aires,Regular,3.92,2022-10-30
CUST-00206,Customer_206,customer206@example.com,74,Male,Middle East,Dubai,Premium,7.79,2018-06-04
CUST-00207,Customer_207,customer207@example.com,35,Female,Africa,Lagos,Regular,5.37,2021-10-05
CUST-00208,Customer_208,customer208@example.com,31,Male,Latin America,Buenos Aires,New,4.11,2018-12-11
CUST-00209,Customer_209,customer209@example.com,61,Female,Asia Pacific,Seoul,Regular,1.41,2021-05-13
CUST-00210,Customer_210,customer210@example.com,18,Male,Middle East,Dubai,Regular,7.91,2020-03-04
CUST-00211,Customer_211,customer211@example.com,25,Other,Asia Pacific,Sydney,Regular,4.88,2019-02-06
CUST-00212,Customer_212,customer212@example.com,63,Other,Latin America,Lima,Premium,8.5,2021-01-05
CUST-00213,Customer_213,customer213@example.com,73,Female,North America,Houston,Regular,9.29,2020-08-30
CUST-00214,Customer_214,customer214@example.com,54,Female,Middle East,Istanbul,New,2.04,2018-03-06
CUST-00215,Customer_215,customer215@example.com,69,Other,Asia Pacific,Singapore,Regular,9.28,2018-10-01
CUST-00216,Customer_216,customer216@example.com,33,Female,Latin America,São Paulo,Regular,5.72,2021-05-14
CUST-00217,Customer_217,customer217@example.com,39,Male,Asia Pacific,Seoul,Regular,1.69,2023-05-22
CUST-00218,Customer_218,customer218@example.com,50,Female,North America,Toronto,Premium,4.16,2023-06-29
CUST-00219,Customer_219,customer219@example.com,24,Male,Europe,Paris,Regular,2.56,2019-04-20
CUST-00220,Customer_220,customer220@example.com,29,Other,Africa,Lagos,New,5.45,2022-10-18
CUST-00221,Customer_221,customer221@example.com,61,Other,Middle East,Istanbul,Regular,9.88,2020-10-01
CUST-00222,Customer_222,customer222@example.com,27,Female,Africa,Cairo,Regular,4.98,2020-07-29
CUST-00223,Customer_223,customer223@example.com,21,Male,Asia Pacific,Shanghai,Regular,3.79,2021-11-05
CUST-00224,Customer_224,customer224@example.com,41,Male,North America,New York,Regular,6.54,2022-04-25
CUST-00225,Customer_225,customer225@example.com,55,Male,Latin America,Bogotá,New,5.05,2022-11-12
CUST-00226,Customer_226,customer226@example.com,38,Other,Africa,Nairobi,New,2.36,2018-07-12
CUST-00227,Customer_227,customer227@example.com,69,Other,Latin America,São Paulo,Regular,1.76,2023-07-01
CUST-00228,Customer_228,customer228@example.com,33,Female,Europe,London,New,5.72,2023-03-10
CUST-00229,Customer_229,customer229@example.com,41,Female,Europe,Berlin,Regular,7.11,2018-06-12
CUST-00230,Customer_230,customer230@example.com,39,Male,Africa,Casablanca,Regular,6.02,2021-04-16
CUST-00231,Customer_231,customer231@example.com,64,Other,Asia Pacific,Sydney,New,8.86,2020-11-01
CUST-00232,Customer_232,customer232@example.com,60,Female,North America,Toronto,Premium,3.79,2023-08-01
CUST-00233,Customer_233,customer233@example.com,43,Other,Africa,Casablanca,Premium,9.44,2020-08-19
CUST-00234,Customer_234,customer234@example.com,59,Other,Middle East,Istanbul,New,7.33,2023-10-31
CUST-00235,Customer_235,customer235@example.com,59,Male,Middle East,Dubai,Regular,4.26,2019-07-15
CUST-00236,Customer_236,customer236@example.com,67,Male,Europe,Berlin,Regular,2.39,2020-07-07
CUST-00237,Customer_237,customer237@example.com,67,Other,North America,Toronto,New,1.34,2020-11-12
CUST-00238,Customer_238,customer238@example.com,56,Other,Middle East,Riyadh,Regular,7.94,2019-05-30
CUST-00239,Customer_239,customer239@example.com,20,Other,Africa,Johannesburg,Regular,7.48,2021-10-12
CUST-00240,Customer_240,customer240@example.com,66,Other,Middle East,Tel Aviv,Regular,3.15,2021-12-28
CUST-00241,Customer_241,customer241@example.com,61,Female,Europe,Berlin,New,7.92,2021-04-01
CUST-00242,Customer_242,customer242@example.com,44,Other,Middle East,Cairo,New,2.25,2020-02-16
CUST-00243,Customer_243,customer243@example.com,48,Male,North America,Vancouver,Regular,7.4,2022-05-22
CUST-00244,Customer_244,customer244@example.com,23,Female,North America,Chicago,New,5.04,2022-05-14
CUST-00245,Customer_245,customer245@example.com,23,Male,Europe,Amsterdam,New,8.35,2020-12-22
CUST-00246,Customer_246,customer246@example.com,21,Female,North America,Houston,Regular,3.12,2018-09-11
CUST-00247,Customer_247,customer247@example.com,19,Male,Asia Pacific,Singapore,Regular,8.55,2023-07-13
CUST-00248,Customer_248,customer248@example.com,26,Female,Asia Pacific,Singapore,Regular,7.26,2019-03-08
CUST-00249,Customer_249,customer249@example.com,46,Male,Africa,Johannesburg,New,3.3,2019-04-10
CUST-00250,Customer_250,customer250@example.com,56,Female,Middle East,Doha,Regular,3.14,2019-01-14
CUST-00251,Customer_251,customer251@example.com,44,Male,North America,Los Angeles,New,2.0,2022-04-02
CUST-00252,Customer_252,customer252@example.com,19,Other,Middle East,Cairo,New,3.18,2019-03-23
CUST-00253,Customer_253,customer253@example.com,18,Male,Asia Pacific,Mumbai,New,6.14,2019-08-05
CUST-00254,Customer_254,customer254@example.com,23,Female,Africa,Casablanca,Regular,1.61,2022-06-23
CUST-00255,Customer_255,customer255@example.com,68,Female,Middle East,Cairo,Regular,8.86,2018-05-16
CUST-00256,Customer_256,customer256@example.com,41,Male,Africa,Johannesburg,Premium,4.21,2018-07-29
CUST-00257,Customer_257,customer257@example.com,64,Other,Asia Pacific,Singapore,Regular,7.62,2020-10-30
CUST-00258,Customer_258,customer258@example.com,40,Other,Europe,London,Regular,2.58,2023-10-29
CUST-00259,Customer_259,customer259@example.com,48,Male,Latin America,Santiago,New,7.44,2021-11-22
CUST-00260,Customer_260,customer260@example.com,30,Male,North America,Chicago,Regular,8.97,2020-09-07
CUST-00261,Customer_261,customer261@example.com,43,Female,Asia Pacific,Shanghai,Regular,1.33,2023-07-03
CUST-00262,Customer_262,customer262@example.com,40,Male,Europe,Berlin,New,8.79,2020-10-28
CUST-00263,Customer_263,customer263@example.com,69,Other,Asia Pacific,Tokyo,New,4.96,2021-04-16
CUST-00264,Customer_264,customer264@example.com,49,Other,Asia Pacific,Singapore,Regular,3.4,2018-09-14
CUST-00265,Customer_265,customer265@example.com,23,Male,Africa,Johannesburg,Regular,5.91,2020-09-24
CUST-00266,Customer_266,customer266@example.com,38,Female,North America,New York,New,5.01,2021-08-16
CUST-00267,Customer_267,customer267@example.com,46,Female,Europe,Rome,Regular,6.53,2021-09-13
CUST-00268,Customer_268,customer268@example.com,68,Other,Asia Pacific,Seoul,Regular,4.66,2022-05-14
CUST-00269,Customer_269,customer269@example.com,28,Male,Africa,Casablanca,New,8.64,2023-10-08
CUST-00270,Customer_270,customer270@example.com,26,Other,Latin America,São Paulo,Regular,4.3,2021-04-04
CUST-00271,Customer_271,customer271@example.com,56,Female,Middle East,Dubai,Premium,9.54,2021-03-01
CUST-00272,Customer_272,customer272@example.com,54,Female,Latin America,São Paulo,Premium,4.58,2023-07-12
CUST-00273,Customer_273,customer273@example.com,25,Male,Asia Pacific,Singapore,Regular,5.49,2021-04-17
CUST-00274,Customer_274,customer274@example.com,34,Other,Middle East,Dubai,New,5.02,2023-03-17
CUST-00275,Customer_275,customer275@example.com,49,Male,Asia Pacific,Seoul,Premium,8.68,2021-11-05
